"language","value","translation"
"ta","வளயக","air water"
"ta","வளயகம","aeronautical"
"ta","வளயடக","geograph"
"ta","வளயடகனறனர","chambridical cable"
"ta","வளயடகறர","air injurious"
"ta","வளயடடக","dynamiting filter"
"ta","வளயடடகக","dynamic"
"ta","வளயடடகம","aerozygotic"
"ta","வளயடடனர","curved"
"ta","வளயடடம","dynamic contact"
"ta","வளயடடர","accommodate"
"ta","வளயடடரஙகம","aerating"
"ta","வளயடடறக","airly layer"
"ta","வளயடடளர","dynamic"
"ta","வளயடடளளனர","fluent cable"
"ta","வளயடடளளர","fluined cable"
"ta","வளயடடவர","helmaness"
"ta","வளயடடவரர","prosperous"
"ta","வளயடனர","air syredory"
"ta","வளயடபபடடதக","aerosophia"
"ta","வளயடபபடம","chemistry"
"ta","வளயடபவர","prosperity"
"ta","வளயடம","aerenormal"
"ta","வளயடயளளர","airly accessible"
"ta","வளயடலம","aerenormal"
"ta","வளயடவதறக","aeronautrodia"
"ta","வளயடவர","aeronautrocratic"
"ta","வளயம","aerephyrus"
"ta","வளயயம","aeronautics"
"ta","வளயர","airy"
"ta","வளயறனர","driest"
"ta","வளயறம","aerial"
"ta","வளயறறபபடடனர","prosperable cable"
"ta","வளயறறபபடடர","prosperate cable"
"ta","வளயறறபபடம","prosperous cable"
"ta","வளயறறம","aerial"
"ta","வளயறவக","aeronautrosis"
"ta","வளயலம","aerobroid"
"ta","வளர","grow"
"ta","வளரக","margar apparatus"
"ta","வளரகக","gravity"
"ta","வளரககபபடடர","cultured cable"
"ta","வளரககபபடம","salaryagakapappattadadama"
"ta","வளரககம","breed breeder"
"ta","வளரககவம","culture cable"
"ta","வளரசசக","industrial muscle"
"ta","வளரசசகக","culture spiracentine"
"ta","வளரசசககக","culture mascape"
"ta","வளரசசககம","culture cycle"
"ta","வளரசசயக","industrial system"
"ta","வளரசசயம","visceral"
"ta","வளரசசயயம","gorchaticonic"
"ta","வளரசசயலம","vicaragrousai"
"ta","வளரததக","grown value"
"ta","வளரததனர","grown"
"ta","வளரததர","grown"
"ta","வளரநதர","grown"
"ta","வளரநதவர","prosperous"
"ta","வளரநதவரம","grow current"
"ta","வளரபபதறக","germ roof"
"ta","வளரபபம","grown"
"ta","வளரம","prosperous"
"ta","வளரவதறக","decimal network"
"ta","வளளக","air force"
"ta","வளளககழம","calculator"
"ta","வளளபபரகக","breeding network"
"ta","வளளம","air floral"
"ta","வளளயக","air train"
"ta","வளளயம","prosperous"
"ta","வளளயர","airwise"
"ta","வளளர","air free"
"ta","வளளலர","air gas"
"ta","வளளளர","air oxid"
"ta","வளளவர","motorist"
"ta","வளவக","lubrication"
"ta","வளவகக","rate strikes"
"ta","வளவககக","coco"
"ta","வளவககம","air busy"
"ta","வளவகம","luxury"
"ta","வளவகளக","galaxy"
"ta","வளவகளகக","aerospace architecture"
"ta","வளவகளம","lubricate"
"ta","வளவகளயம","luxuroid"
"ta","வளவடம","electrolyte"
"ta","வளவர","fowl"
"ta","வளவரம","mosquito"
"ta","வழக","misuse"
"ta","வழகக","gorgeous"
"ta","வழககக","cargo"
"ta","வழகககக","cartridge"
"ta","வழககடக","glutter"
"ta","வழககடம","bugger"
"ta","வழககததறக","aerial transit"
"ta","வழககம","gorgeous"
"ta","வழககமக","overwhast"
"ta","வழககமகக","gorgeous"
"ta","வழககமகம","chaggagamamama"
"ta","வழககமம","glutter"
"ta","வழககயக","glutter"
"ta","வழககயம","glutter"
"ta","வழககயயம","glutter"
"ta","வழககறஞரக","glober"
"ta","வழககறஞரம","giraffery"
"ta","வழககலம","glucalum"
"ta","வழககளம","carrophys"
"ta","வழககளலம","carouquoring"
"ta","வழகடடம","car"
"ta","வழகடடயக","jucair"
"ta","வழகளக","gorgeous"
"ta","வழகளலம","geographal"
"ta","வழஙக","gasil"
"ta","வழஙகக","gas hand"
"ta","வழஙகபபடம","airline"
"ta","வழஙகம","acroome"
"ta","வழஙகலம","airly"
"ta","வழஙகவதக","gas cell"
"ta","வழஙகவதறக","gas road"
"ta","வழஙகவதறகக","gas cell"
"ta","வழஙகவம","gas hand"
"ta","வழஙகவரம","gaswoman"
"ta","வழசசகக","way"
"ta","வழடம","channel"
"ta","வழததக","balance case"
"ta","வழததடம","effluent"
"ta","வழநடததம","way"
"ta","வழநததக","bugal"
"ta","வழநதலம","wherever"
"ta","வழநதவரம","asy"
"ta","வழபடம","cable navigation"
"ta","வழபபரம","chapter"
"ta","வழபபழம","efficellation"
"ta","வழம","vulnerable"
"ta","வழமயக","wayward"
"ta","வழமறகளக","category"
"ta","வழமறகளம","horamentalsama"
"ta","வழமறகளயம","bailagonal"
"ta","வழமறயக","cable spy"
"ta","வழமறயகம","global game"
"ta","வழயக","vavant"
"ta","வழயகக","ual nail"
"ta","வழயகம","geodery"
"ta","வழயகவம","commeterversation"
"ta","வழயம","alia"
"ta","வழயலம","geographically"
"ta","வழலம","borrowed"
"ta","வழவக","wrap"
"ta","வழவகக","laggogue"
"ta","வழவகககம","lineup"
"ta","வழவகம","wrap"
"ta","வழவட","can"
"ta","வழவடம","blanket curve"
"ta","வழவணடம","cable vault"
"ta","வழவதக","lantern"
"ta","வழவதறக","blank trap"
"ta","வழவம","canv valve"
"ta","வழவயம","influence"
"ta","வழவறக","maladness"
"ta","வழவலம","gorgeous"
"ta","வவகம","wavagama"
"ta","வவகரம","wavagarama"
"ta","வவசயம","iwhwala"
"ta","வவதம","wavathama"
"ta","வவர","sagar"
"ta","வவரககபபடம","kankakapappadadama"
"ta","வவரககம","bucket"
"ta","வவரககறர","braggara"
"ta","வவரஙகளம","carpeting"
"ta","வவரததளளர","carpetgail"
"ta","வவரம","desperate"
"ta","வவலயம","cawawawala"
"ta","வஷம","washhama"
"ta","வஷயம","washyama"
"ta","வஸடமனஸடர","vasademenesis"
"ta","வஸவநதர","wassava"
"ta","ஷடஜம","shadjama"
"ta","ஷரம","sharma"
"ta","ஸகடடஷ","sagadadushe"
"ta","ஸடகஹம","sudagahama"
"ta","ஸடரம","syarama"
"ta","ஸடரலங","sataralong"
"ta","ஸபனஷ","sabanas"
"ta","ஸரரஙகம","syarangagama"
"ta","ஸரரம","cytarama"
"ta","ஸரவகணடம","zoom kadakkakakaadama"
"ta","ஸலம","salam"
"ta","ஹஙகங","haongang"
"ta","ஹடஜ","hadaja"
"ta","ஹயம","hayam"
"ta","ஹரம","harama"
"ta","ஹரஷ","harshash"
"ta","ஹலம","halelam"
"ta","ஹலயம","haleia"
"tr","aah","aah"
"tr","aaron","aaron"
"tr","aba","aba"
"tr","abart","puberty"
"tr","abartılı","exaggerated"
"tr","abbott","abbott"
"tr","abby","abby"
"tr","abd","usa"
"tr","abdul","abdul"
"tr","abe","abe"
"tr","abed","abed"
"tr","abel","abel"
"tr","abi","brother"
"tr","abigail","abigail"
"tr","abim","sow"
"tr","abin","brother"
"tr","abla","elder sister"
"tr","about","about"
"tr","abraham","abraham"
"tr","abuk","vibe"
"tr","aca","aca"
"tr","ace","ace"
"tr","acel","ace"
"tr","acele","rush"
"tr","aceleci","hasty"
"tr","acelem","hurry"
"tr","aceleyle","hastily"
"tr","acemi","novice"
"tr","aci","angle"
"tr","acil","urgent"
"tr","acile","pivot"
"tr","aciz","incapable"
"tr","acı","angle"
"tr","acık","open"
"tr","acıklı","pathetic"
"tr","acılı","spicy"
"tr","acımasız","unmerciful"
"tr","acımasızca","mercilessly"
"tr","acına","in pain"
"tr","acısız","painless"
"tr","ada","island"
"tr","adada","on the island"
"tr","adalet","justice"
"tr","adam","man"
"tr","adaml","man"
"tr","adamları","their guys"
"tr","adamlarım","my men"
"tr","adams","adams"
"tr","adamı","man"
"tr","adan","adan"
"tr","adap","adap"
"tr","aday","applicant"
"tr","addison","addison"
"tr","adele","adele"
"tr","adem","adam"
"tr","adet","number"
"tr","adina","in the name of"
"tr","adli","judicial"
"tr","adolf","adolf"
"tr","adrenal","adrenal"
"tr","adres","address"
"tr","adri","adri"
"tr","adı","first name"
"tr","adım","my name"
"tr","adınıza","on behalf of"
"tr","aeryn","aeryn"
"tr","aferin","well done"
"tr","afet","disaster"
"tr","affet","forgive"
"tr","afiyet","appetite"
"tr","afrika","africa"
"tr","afrikalı","african"
"tr","afro","afro"
"tr","afyon","opium"
"tr","aga","aga"
"tr","agnes","agnes"
"tr","agresif","aggressive"
"tr","aha","aha"
"tr","ahbap","buddy"
"tr","ahh","ahh"
"tr","ahlak","morality"
"tr","ahlaklı","ethical"
"tr","ahlaksız","immoral"
"tr","ahmak","idiot"
"tr","ahmed","ahmed"
"tr","ahmet","ahmet"
"tr","ahn","ohn"
"tr","ahtapot","octopus"
"tr","ahır","barn"
"tr","ahıra","barn"
"tr","ahşap","wooden"
"tr","aids","aids"
"tr","aile","family"
"tr","ailen","familiar"
"tr","aileniz","your parents"
"tr","ain","ain"
"tr","aires","aires"
"tr","aja","aga"
"tr","ajan","agent"
"tr","ajans","agency"
"tr","akademi","academy"
"tr","akademik","academic"
"tr","akane","akane"
"tr","akatsuki","acatsuki"
"tr","akbaba","vulture"
"tr","akdeniz","mediterrenian"
"tr","akira","acira"
"tr","akl","stiffness"
"tr","akli","mentally"
"tr","aklı","mentally"
"tr","aklım","my mind"
"tr","akraba","relative"
"tr","akrep","scorpion"
"tr","aks","axle"
"tr","aksilik","mishap"
"tr","aksiyon","action"
"tr","aktar","transfer"
"tr","aktif","active"
"tr","aktivite","activity"
"tr","aktris","actress"
"tr","aktör","actor"
"tr","akut","acute"
"tr","akıl","mind"
"tr","akıllı","clever"
"tr","akıllıca","wisely"
"tr","akılsız","mindless"
"tr","akın","influx"
"tr","akıntı","stream"
"tr","akış","flow"
"tr","akışı","stream"
"tr","akşam","evening"
"tr","ala","superb"
"tr","alabil","alike"
"tr","alabilecek","able"
"tr","alabilirmiyim","can i get"
"tr","alacak","will take"
"tr","alacakaranlık","twilight"
"tr","alak","alak"
"tr","alaka","relevance"
"tr","alakalı","relevant"
"tr","alakam","alak"
"tr","alakasız","irrelevant"
"tr","alan","area"
"tr","alar","alar"
"tr","alarm","alarm"
"tr","alaska","alaska"
"tr","alay","regiment"
"tr","alaycı","cynical"
"tr","alb","alb"
"tr","albay","colonel"
"tr","albert","albert"
"tr","alberto","alberto"
"tr","albüm","album"
"tr","aldat","cheating"
"tr","aldatmaca","scam"
"tr","aldı","took"
"tr","aldık","we have received"
"tr","aldırış","care"
"tr","ale","ale"
"tr","alejandro","alejandro"
"tr","alem","realm"
"tr","alerji","allergy"
"tr","alerjim","my allergy"
"tr","alet","tool"
"tr","alev","flame"
"tr","alex","alex"
"tr","alexandra","alexandra"
"tr","alexis","alexis"
"tr","alf","alf"
"tr","alfa","alpha"
"tr","alfred","alfred"
"tr","alfredo","alfredo"
"tr","algıla","perceive"
"tr","alice","alice"
"tr","alicia","alicia"
"tr","alison","alison"
"tr","alkol","alcohol"
"tr","alkolik","alcoholic"
"tr","alkollü","alcoholic"
"tr","alkış","applause"
"tr","all","all"
"tr","allah","god"
"tr","allak","allak"
"tr","allie","allie"
"tr","allison","allison"
"tr","ally","ally"
"tr","alm","alm"
"tr","alma","taking"
"tr","almam","i don't take"
"tr","almanca","german"
"tr","almanya","germany"
"tr","almaz","uncomfortable"
"tr","alo","hello"
"tr","alpha","alpha"
"tr","alt","lower"
"tr","alternatif","alternative"
"tr","altin","gold"
"tr","altüst","spout"
"tr","altın","gold"
"tr","alv","alv"
"tr","alvarez","alvarez"
"tr","always","allways"
"tr","alâka","relevance"
"tr","alâkalı","relevant"
"tr","alçak","low"
"tr","alüminyum","aluminum"
"tr","alı","ali"
"tr","alım","purchase"
"tr","alın","forehead"
"tr","alır","gets"
"tr","alış","buying"
"tr","alışkanlık","habit"
"tr","alışveriş","shopping"
"tr","alışık","accustomed"
"tr","amac","aim"
"tr","aman","oh"
"tr","amansız","ruthless"
"tr","amatör","amateur"
"tr","amazon","amazon"
"tr","amaç","aim"
"tr","amaçlı","intended"
"tr","amb","ambul"
"tr","ambro","ambro"
"tr","ambulans","ambulance"
"tr","amca","uncle"
"tr","amcası","uncle"
"tr","amcık","cunt"
"tr","amelia","amelia"
"tr","ameliyat","operation"
"tr","ameliyata","surgery"
"tr","ameliyathane","operating room"
"tr","ameliyatta","in operation"
"tr","ameliyatın","of surgery"
"tr","america","america"
"tr","amerika","america"
"tr","amerikalı","american"
"tr","amerikan","american"
"tr","ames","ames"
"tr","amigo","cheer-leader"
"tr","amir","chief"
"tr","amiral","admiral"
"tr","amos","amos"
"tr","ampul","bulb"
"tr","amsterdam","amsterdam"
"tr","amy","amy"
"tr","ana","mother"
"tr","anahtar","key"
"tr","anakin","anakine"
"tr","anal","anal"
"tr","analiz","analysis"
"tr","ananas","pineapple"
"tr","anaya","romantic"
"tr","and","and"
"tr","anders","anders"
"tr","anderson","anderson"
"tr","andie","antie"
"tr","andre","andre"
"tr","andrea","andrea"
"tr","andrew","andrew"
"tr","andrews","andrews"
"tr","android","android"
"tr","andy","andy"
"tr","andır","is the moment"
"tr","angel","angel"
"tr","angela","angela"
"tr","angeles","angeles"
"tr","angelica","angelica"
"tr","angelina","angelina"
