uk_cue,uk_target,type,cue_type,target_type,uk_cosine,still_over_threshold
присягати,соус,unrelated,word,word,0.0760732220971396,FALSE
показувати,матрос,unrelated,word,word,0.042128539302219,FALSE
погляд,робота,unrelated,word,word,0.141819306817627,FALSE
процес,черепаха,unrelated,word,word,0.0883654257538329,FALSE
марафон,змія,unrelated,word,word,0.063926642969414,FALSE
виправляти,музей,unrelated,word,word,0.139416301967786,FALSE
супротив,дивовижний,unrelated,word,word,0.146980992155315,FALSE
замикання,міністр,unrelated,word,word,0.109191981460203,FALSE
ритм,хижак,unrelated,word,word,0.146008668856956,FALSE
застосовувати,цвинтар,unrelated,word,word,0.0626348645109879,FALSE
більше,живопис,unrelated,word,word,0.101790848165872,FALSE
вашингтон,біологічний,unrelated,word,word,0.0975082550565408,FALSE
потяг,трикутник,unrelated,word,word,0.115011548427382,FALSE
лампа,голосувати,unrelated,word,word,0.128812214434442,FALSE
виробляти,слуга,unrelated,word,word,0.085121116291974,FALSE
морський,рушник,unrelated,word,word,0.124187242296703,FALSE
меч,індивідуальний,unrelated,word,word,0.113124356778098,FALSE
борг,похоронний,unrelated,word,word,0.143638681722019,FALSE
повільно,держава,unrelated,word,word,0.146432437023641,FALSE
крем,вечір,unrelated,word,word,0.0993539045883335,FALSE
дослідження,вбивця,unrelated,word,word,0.0389720837727196,FALSE
симптом,село,unrelated,word,word,0.111014747208786,FALSE
джип,знання,unrelated,word,word,0.129089537385988,FALSE
з,дар,unrelated,word,word,0.0640803810344541,FALSE
сестра,чемпіонат,unrelated,word,word,0.144145767819172,FALSE
мозок,знак,unrelated,word,word,0.121188801813819,FALSE
готувати,енергія,unrelated,word,word,0.0846609023789529,FALSE
тютюн,короля,unrelated,word,word,0.119841832611976,FALSE
ложка,намір,unrelated,word,word,0.075572552708097,FALSE
стаття,дух,unrelated,word,word,0.125325552024418,FALSE
паб,стратегія,unrelated,word,word,0.119909509673016,FALSE
піраміда,співчуття,unrelated,word,word,0.138996989537571,FALSE
жити,судно,unrelated,word,word,0.13714034353714,FALSE
хворий,риба,unrelated,word,word,0.109224613411075,FALSE
лесбійський,розташування,unrelated,word,word,0.0926443703077271,FALSE
жест,навколо,unrelated,word,word,0.0604692195897441,FALSE
компанія,цікавий,unrelated,word,word,0.114083310386416,FALSE
оркестр,ящірка,unrelated,word,word,0.12130075752849,FALSE
мільйонер,елемент,unrelated,word,word,0.1282184374224,FALSE
мавпа,період,unrelated,word,word,0.129429660349934,FALSE
технологія,жорстокий,unrelated,word,word,0.144973954450504,FALSE
щит,несправедливість,unrelated,word,word,0.113736139060602,FALSE
лежати,монастир,unrelated,word,word,0.149710270620901,FALSE
біженець,вгору,unrelated,word,word,0.0420407787903786,FALSE
дивитися,епідемія,unrelated,word,word,0.128062200332917,FALSE
проект,страх,unrelated,word,word,0.126163808727301,FALSE
імперський,сміятися,unrelated,word,word,0.14580154023575,FALSE
сержант,очевидно,unrelated,word,word,0.116241460653383,FALSE
династія,розповідати,unrelated,word,word,0.116529999706976,FALSE
третій,робити,unrelated,word,word,0.137794692445334,FALSE
число,важливий,unrelated,word,word,0.143854565254152,FALSE
сповіщення,група,unrelated,word,word,0.090288367282098,FALSE
звір,прокурор,unrelated,word,word,0.129710492556344,FALSE
довідка,народ,unrelated,word,word,0.124036839448443,FALSE
середовище,футбол,unrelated,word,word,0.142176645022093,FALSE
уважність,паливо,unrelated,word,word,0.116679071494176,FALSE
клуб,турбувати,unrelated,word,word,0.101580161855413,FALSE
білий,повідомлення,unrelated,word,word,0.136213291651714,FALSE
благородний,адреналін,unrelated,word,word,0.138960304426184,FALSE
окуляри,оцінювати,unrelated,word,word,0.133444160136297,FALSE
перешкода,вертоліт,unrelated,word,word,0.136626852418241,FALSE
губа,церемонія,unrelated,word,word,0.128802450060138,FALSE
відчинено,комуніст,unrelated,word,word,0.132731940869144,FALSE
комісія,гарний,unrelated,word,word,0.134823085054413,FALSE
повага,атлантичний,unrelated,word,word,0.11361868251905,FALSE
інший,імперія,unrelated,word,word,0.126151427493283,FALSE
агент,очікувати,unrelated,word,word,0.10440720077836,FALSE
чіп,повний,unrelated,word,word,0.132273879713784,FALSE
страждати,нагорода,unrelated,word,word,0.119061573897019,FALSE
аналогічний,шафа,unrelated,word,word,0.127824682593658,FALSE
конфлікт,вправа,unrelated,word,word,0.124463378935276,FALSE
хірург,неділя,unrelated,word,word,0.140460311817112,FALSE
алкоголь,місія,unrelated,word,word,0.142985751598501,FALSE
відповідальність,поема,unrelated,word,word,0.139488939416888,FALSE
вплив,група,unrelated,word,word,0.0443805348276076,FALSE
чума,приємний,unrelated,word,word,0.0280466789147048,FALSE
чемпіон,пляшка,unrelated,word,word,0.145741800620241,FALSE
змагання,злий,unrelated,word,word,0.065636558944273,FALSE
римський,турбота,unrelated,word,word,0.111259029428057,FALSE
гвинтівка,так,unrelated,word,word,0.0820953126239292,FALSE
різдвяний,вивчення,unrelated,word,word,0.102298040713098,FALSE
великий,вбивця,unrelated,word,word,0.0654356053188202,FALSE
доза,заголовок,unrelated,word,word,0.0885934480701587,FALSE
обстеження,електричний,unrelated,word,word,0.120981574565407,FALSE
алмаз,імператор,unrelated,word,word,0.0770797449746954,FALSE
судовий,район,unrelated,word,word,0.127142719184653,FALSE
помститися,замінник,unrelated,word,word,0.119012243275118,FALSE
отрута,новини,unrelated,word,word,0.140022056191766,FALSE
орендар,бажання,unrelated,word,word,0.124815966760417,FALSE
розмір,кисень,unrelated,word,word,0.124231776289391,FALSE
тунець,газета,unrelated,word,word,0.130644886061991,FALSE
служба,назавжди,unrelated,word,word,0.078501944685771,FALSE
похибка,штурм,unrelated,word,word,0.12761024676066,FALSE
завтра,швидко,unrelated,word,word,0.113514878694762,FALSE
пагорб,потреба,unrelated,word,word,0.0133937322586719,FALSE
горло,мрія,unrelated,word,word,0.134793304764736,FALSE
необхідний,квітка,unrelated,word,word,0.0774769503952843,FALSE
конверт,аварія,unrelated,word,word,0.11923545037657,FALSE
піхва,театр,unrelated,word,word,0.12067378669605,FALSE
радіус,фантастичний,unrelated,word,word,0.148874425102654,FALSE
статус,ворота,unrelated,word,word,0.147475505723789,FALSE
здобич,кримінальний,unrelated,word,word,0.132365492734283,FALSE
приватний,температура,unrelated,word,word,0.138155732995148,FALSE
нова,сталь,unrelated,word,word,0.107717136382126,FALSE
заборонений,травма,unrelated,word,word,0.149993997053559,FALSE
водити,опонент,unrelated,word,word,0.103481992789248,FALSE
ніндзя,спілкування,unrelated,word,word,0.142833478744058,FALSE
календар,електрика,unrelated,word,word,0.127488254274754,FALSE
мало,корпорація,unrelated,word,word,0.147266138786487,FALSE
смак,пілот,unrelated,word,word,0.0947341800317247,FALSE
лазанья,вірний,unrelated,word,word,0.107837614724824,FALSE
федеральний,прогулянка,unrelated,word,word,0.0384889342296807,FALSE
платформа,катування,unrelated,word,word,0.1110002889556,FALSE
рок,сантиметр,unrelated,word,word,0.116882385465781,FALSE
занурений,визначення,unrelated,word,word,0.125872161916782,FALSE
блискавка,долар,unrelated,word,word,0.119472082596557,FALSE
ковдра,близький,unrelated,word,word,0.104896819738415,FALSE
лялька,виборець,unrelated,word,word,0.133971623213707,FALSE
шпигун,статися,unrelated,word,word,0.129178520585914,FALSE
рухатися,вчений,unrelated,word,word,0.0846113725932398,FALSE
кола,любов,unrelated,word,word,0.0880168868583444,FALSE
понеділок,обладнувати,unrelated,word,word,0.0855857961023928,FALSE
кров,талант,unrelated,word,word,0.115089378771742,FALSE
кандидат,вітамін,unrelated,word,word,0.130308183527072,FALSE
скарбниця,рим,unrelated,word,word,0.146282046914526,FALSE
вражаючий,родитель,unrelated,word,word,0.120266010444456,FALSE
арсенал,підозрювати,unrelated,word,word,0.136713803331218,FALSE
природний,знав,unrelated,word,word,0.138412193855127,FALSE
пастка,повний,unrelated,word,word,0.131696302385105,FALSE
хімічний,продавати,unrelated,word,word,0.109013747182514,FALSE
анархія,сік,unrelated,word,word,0.105926046363585,FALSE
палац,передача,unrelated,word,word,0.11149312364191,FALSE
суспільство,гаманець,unrelated,word,word,0.148042456244119,FALSE
шовк,фінансування,unrelated,word,word,0.125528914083208,FALSE
кінець,успадковувати,unrelated,word,word,0.0418431775477651,FALSE
порожній,кардинал,unrelated,word,word,0.137501105557961,FALSE
оперативний,ручка,unrelated,word,word,0.126009814984842,FALSE
доповідь,простий,unrelated,word,word,0.122710715966619,FALSE
назовні,рак,unrelated,word,word,0.119865683119648,FALSE
сорочка,зникнення,unrelated,word,word,0.0768798345254912,FALSE
контроль,спільнота,unrelated,word,word,0.143351860958677,FALSE
плюс,університет,unrelated,word,word,0.133229459027289,FALSE
співак,рідина,unrelated,word,word,0.142763482421763,FALSE
діарея,романтичний,unrelated,word,word,0.119527773799614,FALSE
корабель,осінь,unrelated,word,word,0.131365151254635,FALSE
ворог,бекон,unrelated,word,word,0.142697746374455,FALSE
підсумок,що,unrelated,word,word,0.148698806613915,FALSE
шанс,свічка,unrelated,word,word,0.143495161050152,FALSE
вартість,капітан,unrelated,word,word,0.118488909723262,FALSE
монах,утримувати,unrelated,word,word,0.123918555542662,FALSE
миша,опір,unrelated,word,word,0.103092339515297,FALSE
бонус,краса,unrelated,word,word,0.0741162483645243,FALSE
слово,дохід,unrelated,word,word,0.106510613503533,FALSE
ударити,монтаж,unrelated,word,word,0.147362572713459,FALSE
тонкий,репутація,unrelated,word,word,0.117616924732217,FALSE
терапія,сигнал,unrelated,word,word,0.102280428832434,FALSE
особливий,доля,unrelated,word,word,0.129169487135483,FALSE
читання,західний,unrelated,word,word,0.13428419238263,FALSE
площа,вражаючий,unrelated,word,word,0.0954142570053505,FALSE
керівник,ліжка,unrelated,word,word,0.0886630234727925,FALSE
визнавати,втікач,unrelated,word,word,0.13731154135574,FALSE
родео,високий,unrelated,word,word,0.146099974635828,FALSE
прямий,творчість,unrelated,word,word,0.10272157495898,FALSE
оргазм,покладати,unrelated,word,word,0.134773843875117,FALSE
бомба,спорт,unrelated,word,word,0.0778536424595071,FALSE
