item,word_english,definition_phrase,aoa_M,RT_M,RT_SD,item_Z,,,,,,,
1094,tick,from a clock,3.214285714,3308.677857,2558.40697,-0.956072044,,,,,,,
1094,tick,nervous movement,3.310344828,4449.775862,3925.946676,-0.92255923,,,,,,,
1095,ticket,admission,3.551724138,2959.132414,1205.193724,-0.854025381,,,,,,,
1095,ticket,to cite for a violation,5.586206897,3713.875862,2567.504231,0.587268069,,,,,,,
1096,tie,necktie,5.642857143,4741.975862,3872.604569,0.570023979,,,,,,,
1096,tie,to knot,4.25,3817.787857,3581.852642,-0.348677638,,,,,,,
1096,tie,to finish at the same time,4.535714286,4425.655357,2592.785864,-0.271951559,,,,,,,
1097,tight,too snug,4.444444444,2770.287407,1091.564021,-0.179805502,,,,,,,
1097,tight,stingy with money,4.517241379,3610.762414,2187.891424,-0.142671924,,,,,,,
1098,time,hyme,3.862068966,4160.712069,5030.136556,-0.508887998,,,,,,,
1099,times,to multiply,4.551724138,2012.11,933.2645118,-0.107532289,,,,,,,
1099,times,multiple occasions,4.307692308,3929.485385,5519.767046,-0.250812561,,,,,,,
1100,tin,metal,3.793103448,3323.348621,2454.422214,-0.61261973,,,,,,,
1100,tin,small container,2.827586207,3201.635862,3330.002249,-1.277703423,,,,,,,
1101,tip,at the edge or point,4.068965517,3531.007931,2828.542408,-0.417183436,,,,,,,
1101,tip,money,3.357142857,3086.295357,1453.568484,-0.938291974,,,,,,,
1101,tip,a hint,4.178571429,4935.411071,6613.279491,-0.338827846,,,,,,,
1101,tip,to push over,3.428571429,2288.542143,1290.421387,-0.847944551,,,,,,,
1102,tire,wheel,5.103448276,3460.74,1386.195831,0.443216804,,,,,,,
1102,tire,to grow exhausted,2.75,2176.2625,725.2734837,-1.22739231,,,,,,,
1103,tired,to be exhausted,5.071428571,3023.678214,1573.025899,0.213862507,,,,,,,
1103,tired,over-used,2.964285714,2708.293571,1281.335794,-1.248575795,,,,,,,
1104,tissue,kleenex,5.068965517,4075.18,2306.080161,0.381092803,,,,,,,
1104,tissue,makes up bodily organs,5.607142857,4028.853571,3490.870291,0.603045439,,,,,,,
1141,to,from,2.535714286,2879.428214,1808.254416,-1.531271919,,,,,,,
1105,toad,frog,4.724137931,3234.412414,2882.838543,-0.067338931,,,,,,,
1106,toast,bread,2.24137931,2526.539655,1342.799633,-1.67122281,,,,,,,
1106,toast,a salutation with a drink,5.344827586,3120.964828,1308.721529,0.574318887,,,,,,,
1106,toast,to be in trouble,4.896551724,3151.652069,1569.982147,0.166602777,,,,,,,
1107,toe,foot,5.068965517,3529.474828,3796.121234,0.284865533,,,,,,,
1108,toes,parts of feet,4.896551724,2647.881034,1559.800781,0.065175268,,,,,,,
1109,toll,booth,5.620689655,3394.205517,1451.016481,0.657275438,,,,,,,
1109,toll,bell sound,3.965517241,3437.938621,1917.282594,-0.505742508,,,,,,,
1110,tone,sound,5.689655172,3274.694828,1317.817765,0.693992548,,,,,,,
1110,tone,such as muscle-tone,2.259259259,3027.962143,2375.307516,-1.726781785,,,,,,,
1141,too,also,5.703703704,3425.416296,1609.804452,0.813377835,,,,,,,
1111,tool,repair utensils,3,2584.849643,1164.194212,-1.03938473,,,,,,,
1111,tool,a person used by others,3.464285714,2950.628929,1390.494365,-0.961340031,,,,,,,
1112,tooth,in mouth,5.5,3160.218571,1827.787213,0.533349818,,,,,,,
1112,tooth,gear part,5,3190.144828,2933.294085,0.171250093,,,,,,,
1113,top,highest point,3.206896552,5438.794138,7971.832123,-1.11591464,,,,,,,
1113,top,lid,4.517241379,4043.964483,2444.305049,-0.026217854,,,,,,,
1114,tote,to carry,2.714285714,3574.982857,2859.61743,-1.354639025,,,,,,,
1114,tote,a small bag,3.928571429,3134.363929,1817.695851,-0.540390784,,,,,,,
1115,touch,the sense of,4.714285714,4348.614643,1944.400811,-0.064119679,,,,,,,
1115,touch,a small amount,3.724137931,3204.66,1892.256042,-0.656991672,,,,,,,
1115,touch,to feel something,5.344827586,3308.820345,1746.927887,0.578779275,,,,,,,
1116,tough,hard to do,4.571428571,4799.250357,4033.473618,-0.196203632,,,,,,,
1116,tough,rigid or strict,5.107142857,3163.072857,1889.555252,0.247222177,,,,,,,
1107,tow,to haul,4.074074074,2767.645926,1472.107327,-0.428579749,,,,,,,
1105,towed,hauled,5.103448276,3183.568621,1504.554918,0.414176846,,,,,,,
1108,tows,hauls,4.413793103,2927.348276,1452.951481,-0.172936782,,,,,,,
1117,trace,outline,6.172413793,2948.418621,1171.024788,1.161125719,,,,,,,
1117,trace,a small amount,3.964285714,5285.682857,8855.790685,-0.538164854,,,,,,,
1118,track,a place to run,4.678571429,4179.683571,4432.246713,0.013178771,,,,,,,
1118,track,to follow,4.407407407,3219.842963,1988.738102,-0.129101884,,,,,,,
1119,trade,to exchange things,4.344827586,3207.770345,1529.990166,-0.178965996,,,,,,,
1119,trade,a person's job,5.678571429,3241.997143,2379.852734,0.66611608,,,,,,,
1120,traffic,car jam,2.793103448,2649.416552,1305.1797,-1.281841826,,,,,,,
1120,traffic,illegal trade,4.551724138,3080.482069,1588.570203,0.030359093,,,,,,,
1121,trail,path,5.892857143,3331.655,1998.929346,0.808740461,,,,,,,
1121,trail,to follow behind,6,3446.447241,1909.002418,0.895912058,,,,,,,
1122,trailer,large truck,5.551724138,3559.827241,2226.261364,0.761200481,,,,,,,
1122,trailer,a mobile home,4.310344828,3498.826897,2063.836255,-0.248784954,,,,,,,
1122,trailer,a movie preview,3.724137931,3802.21,1985.477029,-0.577021198,,,,,,,
1123,train,railroad,5.535714286,5015.745357,3770.34922,0.657666719,,,,,,,
1123,train,to teach a skill,3.428571429,4894.219286,10487.09647,-0.82268886,,,,,,,
1124,tramp,lady,4.413793103,3203.673103,1246.16902,-0.17785946,,,,,,,
1124,tramp,bum,2.724137931,3191.431034,1685.351516,-1.428848282,,,,,,,
1125,trash,to speak poorly of someone,3.481481481,4090.633929,2005.063558,-0.84064279,,,,,,,
1124,trash,garbage,5.185185185,2746.706786,2386.679714,0.403140732,,,,,,,
1125,trash,to make a mess,5.275862069,3213.587241,1871.554103,0.431716664,,,,,,,
1126,tread,kicking legs in water,4.965517241,3550.528621,5639.713977,0.346259381,,,,,,,
1126,tread,indention in tires,5.034482759,3286.600345,1766.656129,0.135617314,,,,,,,
1127,treasure,riches,3.551724138,3718.023448,4783.503242,-0.794997716,,,,,,,
1127,treasure,to cherish,3.464285714,6044.570345,5049.78364,-0.955672508,,,,,,,
1128,treat,a dessert,5.107142857,3037.824286,1572.597864,0.19461543,,,,,,,
1128,treat,how one acts toward another,4.178571429,3579.362143,1943.130727,-0.432599085,,,,,,,
1129,trend,fad,5.571428571,4874.255357,6348.315063,0.690406665,,,,,,,
1129,trend,tendency,3.714285714,2922.766429,1712.275581,-0.635442923,,,,,,,
1130,trial,court,3.655172414,2661.123793,1668.999029,-0.727551394,,,,,,,
1130,trial,to give it a try,6.62962963,2987.446667,1812.964442,1.378905273,,,,,,,
1131,trick,majic,3.482758621,3341.297241,2425.191203,-0.926076722,,,,,,,
1131,trick,to fool,5.785714286,3805.570714,2156.558963,0.756980651,,,,,,,
1132,trim,slim,3.214285714,2988.828214,1609.312345,-1.040038758,,,,,,,
1132,trim,to cut,3.703703704,3042.308889,4335.457311,-0.66607634,,,,,,,
1132,trim,decorate,4.379310345,3790.77931,3293.997368,-0.165623606,,,,,,,
1133,trip,journey,3.448275862,3906.668621,2280.57525,-0.807715308,,,,,,,
1133,trip,stumble,3.464285714,3415.358214,2293.111747,-0.884485803,,,,,,,
1133,trip,on acid,5.586206897,3678.651724,2501.998447,0.643691289,,,,,,,
1134,truck,a pick-up,3.25,2925.066786,1369.173471,-0.964342655,,,,,,,
1134,truck,to move quickly,2.592592593,3875.047778,4857.940111,-1.424232383,,,,,,,
1134,trunk,tree,3.846153846,4373.283846,3282.430889,-0.573393543,,,,,,,
1134,trunk,elephant,4.068965517,3782.589655,3138.883207,-0.372102343,,,,,,,
1134,trunk,suitcase,4.931034483,2942.234138,2131.062626,0.226031256,,,,,,,
1134,trunk,car storage,4.103448276,3468.564138,3445.238364,-0.399903033,,,,,,,
1135,try,to put in effort,4.321428571,2982.687857,2068.348175,-0.317690232,,,,,,,
1135,try,to hear a legal case,4.862068966,3556.173448,3055.893141,0.236407608,,,,,,,
1135,try,to sample,4.344827586,3933.001379,2699.58977,-0.093627483,,,,,,,
1136,tub,bathtub,3.392857143,3649.831429,2321.643206,-0.888996075,,,,,,,
1136,tub,large container,4.068965517,4486.216552,3077.928596,-0.523423346,,,,,,,
1137,tube,cylinder,3.896551724,3950.896207,5493.802037,-0.50260737,,,,,,,
1137,tube,television,3.931034483,3221.127931,2488.690386,-0.542024222,,,,,,,
1137,tube,a raft,2,3785.817241,2332.843684,-1.894119413,,,,,,,
1138,tune,a song,3.25,2851.80931,1630.625015,-0.897438019,,,,,,,
1138,tune,to adjust the sound,3.148148148,3828.920741,2639.966814,-1.068245091,,,,,,,
1138,tune,to adjust radio frequency,4.034482759,3161.659655,2604.640375,-0.413602924,,,,,,,
1139,turn,to change directions,4.461538462,3822.271154,2059.921357,-0.193047697,,,,,,,
1139,turn,to trade off with another,4.275862069,2877.68,1196.311677,-0.336651567,,,,,,,
1140,twister,tornado,4.75862069,3797.29931,3732.97058,0.149418406,,,,,,,
1140,twister,game,5.892857143,2540.816429,1630.354925,0.862741719,,,,,,,
1141,two,number,5.357142857,2378.788929,1057.00835,0.555671289,,,,,,,
1142,type,kind,4.464285714,4863.389286,6909.556738,-0.01869558,,,,,,,
1142,type,keyboard,4.928571429,2527.165,1546.554762,0.225579449,,,,,,,
1143,uniform,military suit,3.655172414,3594.613103,2202.376099,-0.766824414,,,,,,,
1143,uniform,the same,5.344827586,4508.354828,2585.042846,0.430955398,,,,,,,
1144,union,labor,5.222222222,5935.998148,8329.259542,0.390216243,,,,,,,
1144,union,marriage,5.034482759,3235.837931,3767.493076,0.237729159,,,,,,,
1145,unit,of measurement,5.714285714,2852.473571,1359.616983,0.784958151,,,,,,,
1145,unit,a division,5.928571429,3622.994286,1849.772431,0.853665167,,,,,,,
1146,upset,unhappy or angry,4.24137931,3565.784138,3851.668602,-0.238806578,,,,,,,
1146,upset,underdog wins,4.620689655,3979.765172,2452.652325,-0.153202614,,,,,,,
1147,urge,compulsion,3.172413793,2564.764483,1101.2251,-0.942717335,,,,,,,
1147,urge,to encourage,5.827586207,3487.255172,2179.113901,0.855105073,,,,,,,
280,urn,a vase for ashes,5.931034483,2575.70069,1129.062682,0.818916307,,,,,,,
280,urn,a vessel for coffee,5.821428571,2960.914643,2912.276479,0.775789662,,,,,,,
1148,use,something's function,4.535714286,2878.024643,1753.452916,-0.086706057,,,,,,,
1148,use,to expend,5.275862069,2571.680345,1529.750993,0.388933474,,,,,,,
1149,vacuum,cleaning machine,4.655172414,4194.307586,4031.511225,0.061498637,,,,,,,
1149,vacuum,absent of matter,4.655172414,3481.637241,2872.589488,-0.051775376,,,,,,,
1150,vain,self-absorbed,5.482758621,4150.987586,2419.260397,0.592344587,,,,,,,
1150,vain,effort in vain,5.75862069,3087.564828,2264.828647,0.813904123,,,,,,,
1151,value,cost,5.551724138,3674.165862,4411.994911,0.674396636,,,,,,,
1151,value,to appreciate,4.821428571,3495.324643,3724.523817,0.115907552,,,,,,,
1150,vane,weather,2.571428571,2212.891071,1018.954429,-1.55032044,,,,,,,
1152,vanity,a bench and mirror,5.642857143,4390.046207,4806.900731,0.623492716,,,,,,,
1152,vanity,to be vain,5.620689655,2714.621379,1210.764449,0.598851998,,,,,,,
1153,vault,to launch,5.206896552,2621.829655,1392.011683,0.401114377,,,,,,,
1153,vault,a safe,5.444444444,3354.426786,3078.610065,0.579694068,,,,,,,
1154,vegetable,food,6.185185185,2656.962593,2077.886511,1.002834762,,,,,,,
1154,vegetable,a person unable to move,3.896551724,4257.594828,5636.686143,-0.531041423,,,,,,,
1150,vein,blood vessel,4.862068966,2864.723448,1364.652257,0.09066361,,,,,,,
1155,vessel,blood,3.275862069,2846.617586,1465.308473,-1.025458379,,,,,,,
1155,vessel,a boat,3.814814815,2484.134444,1288.895703,-0.654809049,,,,,,,
1156,vice,grip,6.068965517,2812.084138,1208.706263,0.967032117,,,,,,,
1156,vice,improper behavior,5.964285714,3657.3075,2037.347333,0.903811031,,,,,,,
1157,view,scenery,3.571428571,3661.313214,3699.301255,-0.744962933,,,,,,,
1157,view,opinion,5.111111111,4108.454815,3902.276227,0.351547259,,,,,,,
1158,violet,color,3.461538462,4650.010741,6387.50157,-0.833458604,,,,,,,
1158,violet,flower,4.25,3281.665714,2223.473842,-0.245537261,,,,,,,
1159,virgin,pure,5.551724138,3316.514828,2100.510152,0.565274786,,,,,,,
1159,virgin,has not had sex,5.357142857,4784.386071,6171.841892,0.454330395,,,,,,,
1160,vision,eyesight,4.666666667,3652.808519,3085.223573,0.030696804,,,,,,,
1160,vision,plan for the future,3.035714286,2814.592069,1877.075916,-1.124090427,,,,,,,
1161,visit,to be a guest,5.75862069,3092.563103,2618.530454,0.785609345,,,,,,,
1161,visit,to talk,3.571428571,2846.863571,1206.992696,-0.655558121,,,,,,,
1162,void,to make invalid,4.107142857,2940.394643,1418.580446,-0.440925621,,,,,,,
1162,void,without or empty,4.678571429,3149.490714,2347.902124,-0.077962509,,,,,,,
1163,wade,to walk in shallow water,2.965517241,3610.861724,3539.205349,-1.174418153,,,,,,,
1164,waffle,to go back and forth,5.482758621,3033.936897,2071.819623,0.609335865,,,,,,,
1164,waffle,breakfast,2.535714286,4772.385714,4363.879752,-1.488673037,,,,,,,
1188,wail,to scream,2.862068966,3214.456897,2100.339217,-1.254772826,,,,,,,
1165,waist,hip,5.517241379,4881.414483,3432.729838,0.598638705,,,,,,,
1166,wait,delay,3.75,4086.07,4797.992335,-0.497579178,,,,,,,
1168,wake,to end sleep,6.344827586,5154.301724,4944.143299,1.297491754,,,,,,,
1168,wake,funeral,3.678571429,2775.121071,1404.098776,-0.813977745,,,,,,,
1169,walk,take a walk,4,3850.621034,3612.737903,-0.452339768,,,,,,,
1169,walk,to travel by foot,6.321428571,2952.573929,1378.222033,1.289734031,,,,,,,
1170,ware,an object such as bakeware,3.357142857,2980.262857,2024.607742,-0.961638688,,,,,,,
1171,wasp,hornet,4.107142857,4471.889643,3507.492676,-0.321118069,,,,,,,
1171,wasp,white protestant,3.448275862,3378.102414,1663.356142,-0.838121847,,,,,,,
1165,waste,garbage,3,2746.161852,1891.675274,-1.24008219,,,,,,,
1172,wasted,unused,2.793103448,3083.715862,1723.079846,-1.298084823,,,,,,,
1172,wasted,drunk or high on drugs,5.928571429,2531.288571,1066.415794,0.94841148,,,,,,,
1173,watch,to look,4.285714286,3181.732143,2107.925671,-0.272926981,,,,,,,
1173,watch,to stand guard,3.551724138,5049.243793,4810.700618,-0.820300772,,,,,,,
1173,watch,wrist clock,5.785714286,3096.075,2119.014109,0.73417354,,,,,,,
1174,wave,ocean,3.392857143,3223.928966,2514.339414,-0.859272738,,,,,,,
1174,wave,with hand,4.344827586,2722.180345,1405.715007,-0.203036768,,,,,,,
1174,wave,frequency,4.814814815,3062.114074,1911.640407,0.087731768,,,,,,,
1175,way,method,3.413793103,2989.563103,2986.1341,-0.890127984,,,,,,,
1175,way,direction,3.785714286,3794.983929,5767.458795,-0.55957347,,,,,,,
1176,weak,not strong,5.655172414,4001.541724,2048.206261,0.789894874,,,,,,,
1177,wealth,money,4.24137931,4349.286897,5795.595745,-0.181635391,,,,,,,
1177,wealth,a large amount,4.571428571,3139.484643,1693.711983,-0.016601204,,,,,,,
1170,wear,clothing,2.857142857,2776.824286,1835.111166,-1.239897974,,,,,,,
1178,weather,climate,5.206896552,3448.248276,2389.334918,0.276338551,,,,,,,
1178,weather,to put up with,4.517241379,2705.411034,1181.133616,-0.015811409,,,,,,,
1179,weave,to create cloth,4.481481481,3088.767143,2217.335824,-0.253216237,,,,,,,
1179,weave,to go back and forth,3.827586207,2939.495172,1707.951283,-0.62584409,,,,,,,
1180,web,spider,4.75862069,3008.280345,1060.940276,0.032076406,,,,,,,
1180,web,the internet,6.379310345,2093.175517,941.3647743,1.142047223,,,,,,,
1181,wed,to marry,3.275862069,2988.991034,1199.156862,-1.064372841,,,,,,,
1181,wed,to join together,3.827586207,4316.052069,5387.496547,-0.659715069,,,,,,,
1182,weed,an unwanted plant,5.464285714,3562.652857,2785.966605,0.52389188,,,,,,,
1182,weed,the act of removing weeds,4.25,3870.091429,2492.927318,-0.339856121,,,,,,,
1182,weed,marijuana,5.172413793,3156.552759,1540.007016,0.341946671,,,,,,,
1183,week,7 days,5.724137931,2655.207241,1803.913563,0.73445537,,,,,,,
1175,weigh,to measure weight,5.571428571,3151.88,1809.128789,0.581805999,,,,,,,
1175,weigh,to compare options,4.321428571,2999.223929,1678.4166,-0.259701023,,,,,,,
1184,weighed,to have measured weight,4.214285714,2692.123929,954.2309286,-0.315539276,,,,,,,
1184,weighed,to compare options,2.857142857,3231.482857,1996.127131,-1.30844392,,,,,,,
1167,weight,mass,6.482758621,2574.141379,1070.475497,1.265271714,,,,,,,
1185,welfare,government assistance,3.035714286,2505.855,1043.32123,-1.059222272,,,,,,,
1185,welfare,well-being,4.620689655,2694.835172,1462.261819,-0.048169219,,,,,,,
1186,well,healthy,4.392857143,3664.481786,2903.472462,-0.308348821,,,,,,,
1186,well,water source,4.892857143,3808.877143,2440.358212,0.259830011,,,,,,,
1187,wet,water,6.620689655,2852.52,1385.381583,1.345266247,,,,,,,
1188,whale,ocean mammal,3.689655172,2961.900345,1267.524758,-0.672423254,,,,,,,
1187,whet,to make aware,5.379310345,2789.958966,1317.244601,0.429334009,,,,,,,
1175,whey,milk,4.111111111,3765.712963,3448.262315,-0.44231887,,,,,,,
1194,whine,to complain or cry,3.964285714,3227.128929,2177.503154,-0.61104627,,,,,,,
1195,Whined,to have complained or cried,4.857142857,3298.324643,1731.521295,0.044968151,,,,,,,
1189,whip,to lash,3.962962963,3598.136296,2911.025889,-0.512188275,,,,,,,
1189,whip,strap,5.103448276,2521.413793,1235.688725,0.310645007,,,,,,,
1189,whip,political figure,2.965517241,2758.138966,2905.843236,-1.24139534,,,,,,,
1190,whole,all parts,4.428571429,4148.233571,1970.506376,-0.326749617,,,,,,,
452,wholly,fully,5.035714286,2668.580714,1476.580339,0.248606431,,,,,,,
1191,wild,crazy,2.925925926,5472.745357,8653.71379,-1.186398542,,,,,,,
1191,wild,not tame,3.392857143,3895.56931,2544.379993,-1.000283617,,,,,,,
1191,wild,really fun,3.655172414,2907.88069,1462.378095,-0.728992133,,,,,,,
1192,will,can,3.678571429,3023.0525,2476.839215,-0.629447732,,,,,,,
1192,will,determination,4.068965517,4289.376552,3021.421577,-0.407821147,,,,,,,
1193,wind,breeze,5.740740741,3064.574074,1446.454724,0.700323743,,,,,,,
1193,wind,to twist around,4.464285714,5546.555714,5960.876006,-0.007890859,,,,,,,
1194,wine,drink,4.413793103,3317.923793,1836.042402,-0.122619174,,,,,,,
1196,wipe,to remove,5.392857143,4311.461786,3371.832481,0.447862503,,,,,,,
1196,wipe,a cloth,2.827586207,3651.292069,5660.995366,-1.338718325,,,,,,,
1197,wire,metal string,4.172413793,2421.158966,1293.137326,-0.345709232,,,,,,,
1197,wire,to transfer electronically,4.571428571,3623.795,2393.684489,-0.111649623,,,,,,,
1197,wire,elecrical or phone,3.103448276,6551.251724,18540.88293,-1.189275554,,,,,,,
1198,wise,knowledge from experience,4.230769231,3532.131154,2390.367004,-0.199039971,,,,,,,
1198,wise,to catch on,4.37037037,2979.827143,1477.332928,-0.159089167,,,,,,,
1199,won,win,4.037037037,3395.9225,2214.899845,-0.456798283,,,,,,,
