word_english,sample_size,set_size,set_size_singles,frequency_KF,concrete_M,homograph,pos,Mean_Connectivity,Connectivity_Strength,Resonance_Probability,Resonance_Strength,Accessibility_Index,Non-Responses,Ending_Stem_Set_Size__,Ending_Stem_Strength,Beginning_Stem_Set_Size,Beginning_Stem_Strength,Ending_Fragment_Cue,Ending_Fragment_Set_size,Ending_Fragment_Strength,Beginning_Fragment_Cue,Beginning_Cue_Set_Size,Beginning_Cue_Strength
semester,152,17,34,10,3.88,,N,1.76,2.570,0.12,1.220,2,0.02,,,,,,,,,,
senate,152,14,47,62,,,N,2.45,2.530,0.09,1.140,3,0.02,,,,,,,,,,
senator,152,18,49,40,,,N,,,,,4,0.02,,,,,,,,,,
send,171,15,32,74,3.08,,V,2.67,3.300,0.25,1.240,8,0.01,17,0.15,,,,,,SE--,15,0.01
sense,144,18,37,311,3.02,W,N,1.06,3.160,0.35,1.130,14,0.04,20,0.06,,,-ENSE,3,0.51,SEN--,2,0.35
sensitive,148,23,47,59,,G,AJ,1.57,3.210,0.13,1.310,7,0.04,,,10,0.00,,,,,,
sentence,142,18,40,34,4.76,P,N,0.81,2.140,0.25,1.610,19,0.04,,,10,0.00,,,,,,
sentry,97,6,22,6,4.48,,N,1.17,1.100,0.00,1.000,0,0.27,,,,,,,,,,
separate,144,10,31,79,3.38,,V,1.33,1.930,0.78,1.650,24,0.03,,,10,0.00,,,,,,
serene,150,8,47,10,,,AJ,1.88,2.110,0.38,1.150,3,0.07,,,,,,,,,,
sergeant,147,16,34,25,5.07,,N,2.60,5.290,0.33,1.210,11,0.01,,,,,,,,,,
serial,148,8,28,7,3.56,G,AJ,0.38,1.090,0.13,1.020,1,0.07,,,,,,,,,,
series,146,17,44,130,,,N,1.33,1.920,0.00,1.000,1,0.03,,,,,,,,,,
serious,138,20,63,116,2.63,,AJ,0.95,2.740,0.11,1.060,7,0.04,,,,,,,,SER----,5,0.07
sermon,147,12,27,12,,,N,,,,,2,0.03,,,,,,,,,,
serpent,148,8,34,2,5.64,G,N,0.86,2.030,0.14,1.020,1,0.05,,,,,,,,SER----,5,0.04
servant,184,15,30,19,5.77,,N,1.80,4.400,0.33,1.500,6,0.03,,,,,---VANT,2,0.39,SER----,5,0.29
server,152,8,37,3,,,N,1.62,2.910,0.25,1.180,5,0.01,,,,,,,,S--VER,6,0.19
service,145,13,43,315,2.85,,N,0.77,1.960,0.39,1.150,24,0.04,,,,,,,,SER----,5,0.36
session,146,12,46,80,3.62,,N,1.45,1.770,0.18,1.050,4,0.06,,,,,,,,,,
set,140,23,58,137,3.05,N,V,0.55,1.700,0.27,1.230,22,0.05,19,0.09,10,0.14,-ET,10,0.15,SE-,5,0.23
seven,147,12,26,113,,,N,,,,,9,0.03,6,0.23,10,0.03,,,,,,
several,149,12,24,377,,,AJ,2.18,3.580,0.27,1.040,3,0.01,,,,,,,,,,
severe,148,20,53,39,2.82,,AJ,1.95,3.310,0.16,1.060,5,0.03,,,,,,,,,,
sew,179,21,41,6,4.33,,V,3.10,7.970,0.57,3.060,25,0.04,35,0.05,,,-EW,8,0.14,SE-,5,0.06
sex,145,15,52,84,5.33,,N,1.71,3.470,0.57,2.040,110,0.05,,,10,0.45,,,,S--,15,0.03
sexy,150,21,67,2,,,AJ,2.63,6.300,0.11,1.300,19,0.03,,,,,,,,SE--,15,0.04
shack,147,17,36,1,,,N,1.19,2.660,0.19,1.140,4,0.05,25,0.01,11,0.06,--ACK,8,0.02,,,
shade,145,11,22,28,4.72,,N,1.55,3.500,0.46,1.220,11,0.00,23,0.00,6,0.11,,,,S-A-E,20,0.02
shadow,150,18,44,36,4.94,,N,1.24,3.350,0.06,1.030,3,0.01,,,11,0.05,,,,,,
shag,146,10,42,1,,,N,0.56,1.520,0.22,1.090,2,0.04,18,0.00,11,0.17,,,,,,
shake,141,20,45,17,5.10,,V,1.16,3.260,0.32,2.000,23,0.04,20,0.01,6,0.09,,,,S-A-E,20,0.00
shallow,138,10,27,14,3.19,,AJ,1.00,1.910,0.30,1.380,5,0.04,9,0.37,11,0.01,,,,,,
shame,197,15,42,21,3.40,,N,2.13,2.910,0.47,1.470,15,0.04,15,0.02,6,0.08,--AME,4,0.20,,,
shampoo,139,7,19,2,,,N,1.83,2.100,0.50,1.510,11,0.00,32,0.00,11,0.00,,,,,,
shape,180,18,48,85,4.22,,N,1.69,3.840,0.63,1.560,28,0.04,13,0.02,6,0.13,,,,S-A-E,20,0.04
share,148,20,58,98,,N,N,1.84,3.550,0.05,1.030,8,0.03,25,0.00,,,,,,,,
shark,148,20,33,3,5.98,,N,1.95,2.930,0.20,1.880,11,0.03,12,0.00,,,,,,SHAR-,3,0.14
sharp,165,18,37,72,4.12,N,AJ,2.24,4.950,0.59,2.250,41,0.00,4,0.04,,,,,,SH-R-,6,0.04
shatter,148,4,17,2,4.63,,V,1.75,1.640,0.50,1.050,4,0.00,14,0.01,11,0.01,,,,,,
shave,146,12,26,6,4.54,,N,0.73,1.510,0.55,1.370,13,0.03,16,0.02,6,0.53,,,,S-A-E,20,0.04
she,154,5,11,2859,4.02,,P,1.00,1.150,0.40,1.930,3,0.01,33,0.01,,,--E,24,0.02,S--,15,0.25
shears,148,8,20,0,,,N,1.00,2.500,0.13,1.020,1,0.05,,,,,,,,,,
shed,151,26,53,11,,N,V,1.04,3.220,0.17,1.120,4,0.02,20,0.00,7,0.09,,,,,,
sheep,147,17,36,23,6.18,G,N,2.12,4.850,0.41,2.560,13,0.02,14,0.00,,,,,,,,
sheet,145,8,22,45,5.46,G,N,1.38,1.660,0.50,1.130,11,0.03,17,0.00,,,,,,,,
sheets,145,12,24,30,5.46,,N,1.50,1.860,0.25,1.710,7,0.00,,,,,,,,,,
shelf,152,19,45,12,,,N,2.12,2.560,0.18,1.160,7,0.03,,,7,0.03,,,,,,
shell,144,17,34,22,5.93,N,N,1.88,4.730,0.31,1.580,21,0.04,16,0.02,7,0.04,,,,S---L,17,0.13
shelter,145,15,30,70,5.60,,N,1.50,3.440,0.21,1.080,11,0.02,,,7,0.01,,,,,,
shepherd,153,13,25,3,,,N,0.60,1.540,0.10,1.010,1,0.02,9,0.00,7,0.08,,,,,,
sheriff,138,8,20,20,6.34,,N,3.14,3.310,0.29,1.700,6,0.04,,,7,0.01,,,,,,
shield,148,15,46,8,5.13,,N,1.00,2.630,0.27,1.190,7,0.00,12,0.02,,,,,,,,
shift,148,10,25,41,,P,V,1.10,1.950,0.30,1.170,4,0.00,8,0.05,,,,,,,,
shine,127,9,21,5,4.07,,V,1.25,1.950,0.75,1.670,30,0.01,21,0.01,,,,,,,,
shingle,144,8,32,5,5.88,,N,0.75,1.150,0.13,1.120,1,0.04,6,0.20,,,,,,,,
shiny,152,19,52,3,4.07,,AJ,1.94,3.910,0.00,1.000,1,0.00,,,,,,,,,,
ship,127,9,24,83,6.25,N,N,2.22,3.700,0.44,1.860,50,0.02,20,0.05,,,--IP,12,0.12,S---,33,0.02
shirt,156,17,27,27,6.05,,N,3.00,3.850,0.81,3.530,49,0.01,15,0.00,,,,,,SH-R-,6,0.18
shiver,127,8,16,4,4.24,,V,1.29,2.990,0.43,1.150,4,0.02,7,0.26,,,,,,S--VER,6,0.02
shock,142,19,52,31,3.97,G,N,1.00,1.640,0.38,1.590,15,0.01,15,0.00,,,,,,,,
shoe,156,14,18,14,5.96,,N,0.64,1.560,0.43,2.730,30,0.01,32,0.02,,,,,,S---,33,0.19
shoelace,150,7,20,1,,,N,1.40,1.770,0.20,1.010,3,0.00,14,0.00,,,,,,,,
shoes,140,12,33,44,6.63,,N,,,,,37,0.01,11,0.01,,,,,,,,
shoot,180,12,36,27,4.35,N,V,2.17,3.280,0.33,1.410,23,0.00,11,0.06,,,,,,,,
shooting,144,15,36,48,4.69,,V,2.71,5.340,0.00,1.000,2,0.00,,,,,,,,,,
shop,197,14,41,63,5.00,,N,1.92,3.520,0.15,1.520,24,0.02,16,0.01,,,,,,,,
shopping,140,9,21,27,4.28,,V,1.78,2.930,0.78,1.900,21,0.01,,,,,,,,,,
shore,148,9,16,61,6.69,,N,3.11,4.670,0.33,1.090,7,0.00,28,0.02,,,--ORE,9,0.13,SH-R-,6,0.27
short,144,9,16,212,4.57,,AJ,0.86,1.080,0.71,2.320,34,0.08,19,0.01,,,,,,SH-R-,6,0.06
shortcake,145,9,19,0,6.31,,N,2.38,1.770,0.13,1.110,1,0.04,,,,,,,,,,
shorts,147,16,28,29,6.18,,N,3.07,4.540,0.40,1.200,11,0.01,,,,,,,,,,
shot,145,13,36,112,4.57,N,V,1.83,3.300,0.17,1.070,17,0.03,8,0.00,,,,,,,,
shoulder,197,21,47,61,5.67,G,N,1.40,2.600,0.10,1.070,9,0.01,,,,,,,,,,
shout,142,6,22,9,4.60,,N,2.17,2.970,0.83,1.440,11,0.04,19,0.24,,,,,,,,
shove,156,2,10,2,3.62,,V,0.00,0.950,0.50,1.420,4,0.00,6,0.00,,,,,,SHO-E,3,0.22
shovel,142,13,28,5,5.68,,N,1.54,2.700,0.54,1.760,13,0.06,,,,,,,,SHO---,4,0.05
show,148,24,47,287,3.93,G,V,1.52,3.660,0.44,1.860,72,0.03,35,0.01,,,--OW,12,0.08,S---,33,0.02
shower,184,17,32,15,5.88,N,N,1.76,3.650,0.24,1.410,19,0.02,12,0.04,,,----ER,37,5.00,SHO---,5,0.41
shrimp,119,15,28,2,6.25,,N,1.80,3.240,0.33,1.360,9,0.04,9,0.04,,,,,,,,
shrine,154,18,64,7,,,N,2.40,4.560,0.07,1.120,2,0.07,,,,,,,,,,
shrink,148,15,32,5,3.65,,V,,,,,6,0.03,18,0.01,,,,,,,,
shrub,153,8,19,1,,,N,2.86,3.250,0.29,1.120,2,0.03,13,0.00,,,,,,,,
shun,152,23,58,1,,,V,1.79,2.610,0.11,1.060,3,0.05,16,0.03,,,--UN,4,0.13,,,
shut,150,7,16,46,,,V,1.00,2.500,0.29,1.070,6,0.03,15,0.04,,,,,,,,
shutter,148,14,29,5,,,N,1.21,3.660,0.00,1.000,0,0.03,11,0.07,,,,,,,,
shuttle,142,12,33,0,5.90,T,N,1.64,2.000,0.27,1.400,4,0.03,,,,,,,,,,
shy,144,16,43,13,,,AJ,1.57,2.410,0.50,2.770,33,0.02,25,0.00,,,,,,S--,15,0.02
sibling,152,12,24,1,,,N,,,,,3,0.01,,,,,,,,,,
sick,124,13,28,51,3.89,,AJ,2.23,2.080,0.92,4.820,90,0.04,21,0.26,11,0.06,-ICK,6,0.28,SI--,19,0.27
sickle,147,16,36,0,4.39,,N,0.79,1.410,0.00,1.000,1,0.25,,,11,0.00,,,,SI--LE,5,0.14
sickness,132,16,33,6,4.94,,N,2.54,2.340,0.00,1.000,7,0.00,30,0.00,11,0.00,,,,,,
side,139,19,53,380,3.85,T,N,0.74,5.090,0.11,1.020,16,0.01,14,0.04,14,0.20,-IDE,6,0.11,SI--,19,0.07
sidewalk,140,16,29,26,5.93,,N,1.43,3.130,0.50,1.770,13,0.00,,,,,,,,,,
siding,152,15,45,5,,,N,0.91,1.440,0.18,1.060,2,0.07,,,,,,,,,,
sight,156,8,20,86,3.84,G,N,2.12,3.350,0.63,1.450,23,0.01,19,0.02,14,0.09,-IGHT,8,0.08,SI---,11,0.09
sign,138,15,39,94,5.16,N,N,1.73,3.380,0.33,1.370,43,0.02,21,0.05,14,0.08,,,,SI--,19,0.12
signal,145,16,39,63,5.50,,N,1.43,1.970,0.21,1.130,8,0.00,,,11,0.00,,,,,,
signature,152,16,41,6,,,N,0.75,1.560,0.17,1.040,4,0.05,,,,,,,,,,
silence,143,11,36,52,3.09,,N,1.40,2.780,0.50,1.130,10,0.01,,,,,,,,,,
silent,139,9,24,49,,,AJ,1.00,2.600,0.38,1.200,14,0.01,14,0.00,14,0.02,,,,,,
silk,127,18,37,12,5.26,,N,2.61,4.270,0.44,1.530,19,0.00,3,0.24,,,--LK,11,0.06,SI--,19,0.07
sill,151,4,28,4,5.98,,N,0.50,1.740,0.25,1.130,1,0.10,15,0.01,,,-ILL,11,0.08,SI--,19,0.01
silly,147,16,45,15,2.57,,AJ,,,,,13,0.00,,,11,0.01,,,,SI---,11,0.12
silver,149,14,28,29,5.36,,N,1.71,3.010,0.36,1.550,29,0.03,,,,,,,,S--VER,6,0.37
silverware,148,22,37,0,,,N,2.95,6.620,0.21,1.060,7,0.00,25,0.00,11,0.00,,,,,,
similar,152,5,17,157,2.48,,AJ,2.20,2.950,0.80,1.320,14,0.00,,,,,---ILAR,2,0.32,S-M-L-R,3,0.59
simple,148,7,24,161,2.98,G,AJ,1.14,2.840,0.43,1.380,10,0.01,3,0.32,11,0.01,-IMPLE,3,0.70,SI--LE,5,0.15
sin,140,13,22,67,2.60,,N,1.58,2.740,0.17,1.110,11,0.01,18,0.13,,,-IN,7,0.17,,,
since,150,15,38,628,2.40,,AD,,,,,1,0.05,,,,,,,,,,
sincere,142,16,45,15,3.04,,AJ,2.13,2.990,0.20,1.070,9,0.05,,,,,,,,,,
sincerity,147,14,45,13,,,N,2.27,2.120,0.00,1.000,4,0.02,9,0.00,11,0.00,,,,,,
sing,180,17,38,34,4.12,,V,2.69,4.170,0.50,2.920,33,0.02,25,0.32,11,0.01,-ING,7,0.47,SI--,19,0.04
singer,132,20,35,10,6.35,,N,2.47,3.650,0.33,1.290,19,0.04,,,11,0.00,----ER,37,0.02,,,
single,132,11,32,172,,,AJ,0.78,1.430,0.67,1.250,26,0.01,6,0.11,11,0.00,,,,SI--LE,5,0.18
sink,148,18,35,23,5.80,N,V,1.94,4.500,0.59,2.130,24,0.01,18,0.13,11,0.01,-INK,8,0.32,SI--,19,0.01
sinker,152,20,45,0,,,N,,,,,1,0.09,,,,,,,,,,
sinus,154,15,34,1,,,N,,,,,2,0.01,,,14,0.01,,,,,,
sip,148,16,29,2,,,V,2.53,4.480,0.20,1.240,3,0.01,20,0.06,11,0.18,-IP,8,0.15,,,
siren,162,17,32,1,5.16,,N,2.00,4.210,0.07,1.090,1,0.01,,,14,0.02,--REN,2,0.21,SI---,11,0.07
sirloin,152,5,10,0,,,N,1.50,1.820,0.25,1.010,1,0.01,,,,,,,,,,
sister,145,16,26,38,5.71,,N,2.71,2.980,0.50,2.330,22,0.03,,,11,0.01,,,,,,
sit,178,14,29,67,4.33,,V,1.17,1.930,0.58,2.070,29,0.01,13,0.24,11,0.30,-IT,10,0.23,S--,15,0.05
site,153,20,49,64,4.50,,N,1.45,3.640,0.20,1.140,4,0.05,19,0.01,14,0.01,,,,SI--,19,0.09
sitting,148,14,34,96,,,N,,,,,1,0.00,,,,,,,,,,
situation,140,16,66,196,2.76,,N,1.13,1.780,0.13,1.240,13,0.16,,,,,,,,,,
six,152,8,38,220,,,N,1.14,1.320,0.57,1.380,7,0.03,16,0.05,,,,,,,,
size,147,11,24,138,3.50,,N,1.55,4.320,0.27,1.090,25,0.04,31,0.04,14,0.04,,,,SI--,19,0.04
skate,142,14,35,1,5.50,,N,,,,,6,0.02,25,0.01,,,--ATE,8,0.03,,,
skeleton,112,11,14,2,6.43,,N,0.91,2.590,0.09,1.050,4,0.00,,,,,,,,,,
sketch,165,8,13,16,5.31,G,N,2.38,2.790,0.25,1.210,6,0.01,7,0.62,,,,,,,,
ski,148,13,32,5,5.77,,N,0.62,1.530,0.39,1.430,14,0.03,33,0.02,,,,,,,,
skill,147,21,53,42,3.24,,N,2.05,4.390,0.19,1.280,13,0.03,15,0.00,,,,,,S---L,17,0.05
skillet,98,7,14,2,5.72,,N,2.17,1.990,0.17,1.030,1,0.00,,,,,,,,,,
skin,149,23,55,47,6.96,,N,1.55,2.560,0.41,1.850,42,0.01,18,0.02,,,--IN,12,0.14,S---,33,0.00
skinny,148,10,27,9,3.67,,AJ,0.38,1.640,0.38,1.370,21,0.03,,,,,,,,,,
skip,180,10,30,5,3.85,,V,0.90,2.020,0.20,1.300,2,0.04,20,0.06,,,--IP,12,0.08,,,
skirt,156,15,33,21,6.28,N,N,3.07,5.170,0.50,1.550,17,0.01,15,0.01,,,,,,,,
skull,127,9,18,3,5.29,,N,0.88,2.180,0.25,1.040,3,0.01,9,0.04,,,,,,S-U--,20,0.02
skunk,127,5,16,1,6.44,,N,1.20,2.500,0.40,1.210,4,0.01,18,0.10,,,,,,,,
sky,180,12,28,58,5.32,,N,1.18,1.560,0.82,2.030,48,0.00,25,0.02,,,--Y,24,0.01,,,
skyscraper,139,8,20,2,6.14,,N,1.88,1.860,0.25,1.040,3,0.00,9,0.00,,,,,,,,
slab,148,17,46,9,5.06,N,N,2.06,3.760,0.13,1.050,2,0.09,18,0.03,10,0.27,,,,SL--,17,0.01
slacks,104,8,16,7,6.78,,N,2.62,3.830,0.75,1.120,6,0.02,21,0.01,10,0.04,,,,,,
slander,145,24,73,1,3.35,,N,1.52,2.350,0.05,1.120,2,0.03,11,0.05,10,0.01,,,,,,
slap,142,15,34,2,4.75,,V,1.36,2.180,0.14,1.040,5,0.01,20,0.03,10,0.53,--AP,13,0.10,SL--,14,0.07
slave,142,18,44,30,6.38,,N,,,,,11,0.01,16,0.07,6,0.35,,,,,,
slavery,79,7,31,33,3.84,,N,,,,,1,0.05,,,,,,,,,,
slay,180,6,30,3,4.07,G,V,1.17,2.060,0.00,1.000,0,0.08,26,0.01,6,0.12,,,,SL--,14,0.02
sleep,98,10,24,65,4.74,,N,1.50,1.570,0.80,3.860,75,0.00,14,0.16,,,,,,,,
sleepy,150,10,24,6,,,AJ,1.56,3.740,0.22,1.240,4,0.00,,,,,,,,,,
sleeve,165,10,21,11,5.61,,N,1.90,3.800,0.20,1.180,3,0.00,15,0.11,,,,,,,,
sleigh,153,9,21,0,6.00,,N,,,,,1,0.02,26,0.00,6,0.41,,,,,,
slender,179,17,34,19,3.35,,AJ,3.18,5.510,0.06,1.020,1,0.04,,,,,--ENDER,3,0.25,SLEN---,1,0.82
slice,146,13,24,13,4.23,,V,1.33,2.450,0.25,1.090,7,0.02,15,0.02,,,,,,,,
slick,146,13,38,7,,,AJ,1.25,2.380,0.25,1.140,10,0.03,21,0.05,8,0.09,--ICK,9,0.10,,,
slide,145,19,46,20,4.93,N,V,1.18,3.890,0.24,1.380,12,0.03,12,0.06,,,--IDE,8,0.09,,,
slim,127,7,24,20,3.22,,AJ,2.29,3.340,0.43,1.170,9,0.02,17,0.06,8,0.00,--IM,8,0.14,SL--,11,0.03
slime,132,15,38,0,5.32,,N,,,,,12,0.02,12,0.06,,,,,,,,
slimy,145,16,50,0,4.61,,AJ,1.64,2.670,0.43,1.230,16,0.04,,,,,,,,,,
sling,148,12,29,1,,N,N,0.60,1.200,0.00,1.000,0,0.03,25,0.04,,,--ING,13,0.03,,,
slip,152,8,30,19,4.32,N,V,0.50,1.380,0.25,1.210,10,0.03,20,0.02,8,0.71,--IP,12,0.06,SL--,14,0.19
slippers,119,8,25,7,5.74,,N,0.88,2.920,0.13,1.050,3,0.02,,,8,0.02,,,,,,
slippery,153,7,17,5,3.83,G,AJ,0.29,1.880,0.29,1.030,10,0.01,,,8,0.04,,,,,,
slither,145,8,11,0,3.38,,V,0.33,0.950,0.17,1.060,2,0.07,,,8,0.03,,,,,,
sliver,152,18,58,0,,,N,2.06,5.820,0.06,1.010,1,0.03,7,0.01,,,,,,S--VER,6,0.17
slob,148,14,40,4,4.42,,N,1.85,2.770,0.39,1.150,7,0.00,16,0.03,,,--OB,6,0.29,SLO-,4,0.11
slogan,152,19,51,7,,,N,,,,,1,0.03,,,,,,,,,,
slope,152,14,39,19,,,N,1.83,3.240,0.33,1.200,5,0.01,11,0.00,,,--OPE,4,0.33,SLO--,8,0.37
sloppy,152,12,25,3,,,AJ,,,,,9,0.05,,,,,,,,,,
sloth,79,7,29,0,4.22,G,N,,,,,0,0.29,4,0.00,,,,,,SLO--,8,0.10
slow,148,11,29,60,2.89,,AJ,0.50,1.340,0.50,2.530,49,0.03,35,0.05,,,--OW,12,0.03,SLO-,4,0.59
slug,154,15,49,10,,N,N,1.36,2.820,0.07,1.070,1,0.04,16,0.01,,,--UG,7,0.25,SL--,14,0.31
sluice,79,3,9,2,4.06,,N,,,,,0,0.82,8,0.00,,,,,,,,
slum,145,20,51,8,4.50,,N,2.06,4.300,0.11,1.160,2,0.03,18,0.01,,,--UM,6,0.10,,,
slumber,148,6,24,3,,,N,1.00,2.530,0.00,1.000,0,0.03,,,,,,,,,,
slurp,151,18,46,1,,,V,,,,,3,0.02,,,,,,,,,,
sly,146,12,33,5,2.37,,AJ,,,,,14,0.07,25,0.02,,,,,,,,
small,148,9,25,542,3.98,,AJ,1.88,3.080,0.88,3.460,117,0.02,15,0.02,,,,,,S---L,17,0.02
smart,149,14,27,21,3.00,T,V,2.00,3.450,0.77,3.450,91,0.02,12,0.05,,,--ART,5,0.15,,,
smash,148,20,44,4,3.88,,V,2.32,4.870,0.26,1.250,10,0.01,18,0.03,,,,,,,,
smear,178,21,55,2,3.51,G,V,1.50,2.630,0.25,1.500,6,0.06,22,0.01,,,,,,,,
smell,138,13,30,34,4.40,,V,1.54,3.690,0.77,4.210,93,0.01,16,0.08,,,,,,S---L,17,0.02
smelt,148,16,49,3,4.64,T,N,1.67,4.600,0.00,1.000,0,0.15,7,0.04,,,,,,,,
smile,180,12,27,58,5.12,,N,1.45,2.300,0.64,1.930,37,0.01,15,0.14,,,,,,,,
smog,147,15,35,1,5.35,,N,2.00,2.990,0.33,1.390,8,0.01,13,0.02,,,,,,,,
smoke,127,11,32,41,5.16,,N,0.73,1.530,0.64,2.050,44,0.02,16,0.11,,,--OKE,6,0.19,,,
smoking,144,17,38,8,,,V,2.27,4.720,0.07,1.120,6,0.01,25,0.00,,,---KING,24,0.03,,,
smoky,150,16,36,5,,,AJ,,,,,1,0.00,,,,,,,,,,
smooth,149,12,31,42,3.91,,AJ,0.75,1.190,0.58,1.740,42,0.03,,,,,,,,,,
smother,180,18,49,7,3.63,,V,1.87,3.350,0.07,1.170,2,0.03,,,,,,,,,,
smudge,145,11,23,1,4.15,,V,2.40,3.190,0.10,1.200,2,0.04,10,0.02,,,,,,,,
snack,140,18,32,9,,,N,2.82,5.520,0.24,1.140,7,0.01,25,0.01,,,--ACK,8,0.05,SNA--,6,0.08
snail,146,8,30,1,5.75,,N,0.50,1.110,0.63,1.780,6,0.00,28,0.01,3,0.07,,,,SNA--,6,0.27
snake,165,21,41,44,6.48,G,N,0.95,2.230,0.53,3.950,26,0.00,20,0.02,3,0.86,,,,SNA--,6,0.35
snap,156,16,38,12,4.11,T,V,0.80,2.390,0.33,1.300,12,0.02,20,0.00,,,--AP,13,0.19,,,
snatch,147,10,33,4,,,V,1.22,2.230,0.11,1.080,1,0.03,10,0.01,,,,,,,,
sneak,153,24,54,2,,,V,,,,,8,0.03,23,0.00,,,--EAK,8,0.07,,,
sneaker,148,11,27,2,6.63,,N,0.78,2.960,0.33,1.090,4,0.01,,,,,,,,,,
sneakers,149,13,34,3,,,N,,,,,7,0.01,,,,,,,,,,
sneaky,149,20,66,2,,,AJ,0.67,1.470,0.13,1.290,10,0.03,,,,,,,,,,
sneeze,138,13,31,3,5.51,,V,1.50,2.660,0.75,2.040,15,0.02,21,0.12,,,--EEZE,3,0.04,,,
sniff,154,12,30,2,,,V,,,,,4,0.02,12,0.05,,,,,,,,
snob,143,18,52,1,3.75,,N,,,,,28,0.05,16,0.01,,,--OB,6,0.07,,,
snooze,148,9,21,0,,,V,1.22,3.920,0.22,1.100,3,0.01,11,0.04,,,,,,,,
snore,146,11,29,0,4.00,,V,1.20,2.360,0.00,1.000,3,0.01,28,0.01,,,--ORE,9,0.02,,,
snorkel,148,12,21,2,6.51,,N,3.44,4.390,0.11,1.030,2,0.03,,,,,,,,,,
snot,148,13,41,0,,,N,,,,,9,0.04,,,,,,,,,,
snotty,152,18,40,0,,,AJ,,,,,6,0.02,,,,,,,,,,
snow,156,14,27,59,6.05,,N,0.85,2.160,0.62,2.180,43,0.02,35,0.02,,,--OW,12,0.01,S---,33,0.02
snuggle,152,16,40,0,,,V,1.77,2.390,0.15,1.070,2,0.01,4,0.09,,,,,,,,
soak,140,16,29,18,4.03,,V,2.56,5.980,0.19,1.430,5,0.03,16,0.08,,,,,,SO--,19,0.03
soap,184,22,34,22,5.77,,N,1.76,4.570,0.48,2.940,42,0.02,11,0.04,,,--AP,13,0.07,SO--,19,0.24
soar,152,14,32,0,3.62,,V,1.93,4.520,0.14,1.110,3,0.01,28,0.05,,,--AR,12,0.02,SO--,19,0.02
sob,139,4,17,0,4.21,,V,1.25,1.480,0.25,1.060,1,0.02,16,0.01,13,0.01,-OB,7,0.14,,,
sober,142,10,33,19,4.11,,AJ,0.43,1.060,0.14,1.040,4,0.01,,,,,,,,,,
soccer,99,8,16,3,5.05,,N,3.00,3.090,0.75,1.210,17,0.00,,,,,,,,,,
social,147,15,53,380,2.33,,AJ,,,,,17,0.07,,,,,,,,,,
society,124,18,63,237,3.90,,N,1.25,1.650,0.13,1.160,8,0.01,,,,,,,,,,
sock,180,8,18,4,5.46,N,N,1.00,2.830,0.38,1.350,6,0.01,15,0.01,,,,,,SO--,19,0.05
socket,139,13,23,3,5.90,,N,1.62,3.480,0.31,1.230,6,0.00,19,0.00,13,0.00,----KET,11,0.05,,,
socks,148,4,15,7,5.46,G,N,1.25,1.860,0.75,1.330,15,0.00,14,0.03,13,0.00,,,,,,
soda,148,12,28,3,5.96,,N,1.80,2.940,0.70,1.800,30,0.01,,,,,,,,SO--,19,0.10
sofa,144,10,20,6,6.25,,N,2.56,4.150,0.33,1.280,8,0.01,,,,,,,,SO--,19,0.01
soft,165,19,40,61,4.10,G,AJ,1.39,1.830,0.72,2.820,96,0.00,6,0.10,13,0.36,,,,SO--,19,0.02
soft drink,148,12,26,1,,,N,3.80,0.000,0.10,0.000,1,0.00,,,,,,,,,,
softball,147,15,27,0,,,N,3.31,4.530,0.00,1.000,4,0.00,,,,,,,,,,
soil,99,6,13,54,5.70,G,N,1.33,1.600,0.67,1.130,11,0.00,10,0.09,,,--IL,17,0.04,SO--,19,0.04
soldier,150,13,37,39,5.68,,N,2.00,2.180,0.42,1.330,28,0.01,,,,,,,,,,
sole,148,9,28,18,4.47,N,N,1.00,1.660,0.00,1.000,2,0.01,19,0.00,,,-OLE,6,0.06,SO--,19,0.03
solid,143,17,43,77,4.98,G,AJ,0.81,1.750,0.38,1.260,14,0.01,,,13,0.00,,,,SOL--,5,0.32
solo,154,15,32,7,,,N,,,,,2,0.02,,,,,,,,SO--,19,0.02
solution,148,11,25,59,3.10,,N,1.91,2.300,0.36,1.230,10,0.01,,,13,0.00,,,,,,
solve,146,18,42,20,,,V,1.65,4.210,0.18,1.310,7,0.01,,,13,0.00,,,,SOL--,5,0.06
some,140,16,22,1594,2.79,,AJ,2.00,3.630,0.27,1.120,9,0.03,18,0.05,,,,,,SO--,19,0.02
something,148,11,31,450,2.68,,P,2.00,2.800,0.63,1.400,11,0.03,,,20,0.00,,,,,,
sometimes,148,11,25,221,1.83,,AD,,,,,5,0.03,,,,,,,,,,
son,145,6,12,166,6.38,,N,1.50,1.330,0.33,1.490,8,0.03,16,0.00,20,0.00,,,,S--,15,0.02
song,148,16,32,70,5.04,,N,1.57,2.670,0.57,2.190,46,0.03,12,0.06,13,0.01,-ONG,8,0.10,SO--,19,0.00
sonic,148,17,39,3,,,AJ,,,,,1,0.07,,,,,,,,,,
sonnet,153,8,29,3,,,N,,,,,2,0.08,,,,,,,,,,
soon,147,14,34,1,2.54,,AD,,,,,8,0.01,22,0.05,,,-OON,6,0.18,,,
soot,150,14,39,1,5.51,,N,2.00,4.400,0.07,1.050,2,0.07,,,,,-OOT,7,0.07,,,
soothe,150,19,49,2,,,V,,,,,7,0.01,,,,,,,,,,
